,Vendedor,Doc,Fecha,Nombres,Unidades,Unitario Venta,Ventas,Costo Unitario,Costo Total,Margen,PorMargen,Codigo,Descripcion
1131,,FV R 11766,17/06/2020,MARTHA LILIANA MONTES PEREZ,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1132,,FV R 11767,17/06/2020,REALES RODRIGUEZ LEONARDO JOSE,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1133,,FV R 11768,17/06/2020,JUAN CARLOS SANCHEZ CANTILLO,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1134,,FV R 11770,17/06/2020,CRISTINA ELENA CORREA MIRANDA,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1135,,FV R 11771,17/06/2020,MUÑOZ PEREZ XIOMARA,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1136,,FV R 11790,17/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1137,,FV R 11790,17/06/2020,Cliente General,2.0,17000.0,34000.0,14245.34,28490.68,5509.32,0.16,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1138,,FV R 11771,17/06/2020,MUÑOZ PEREZ XIOMARA,1.0,8403.36,8403.36,7325.0,7325.0,1078.36,0.13,21000364,CAJA X  24 PINTA M_SUP ULTRA 20W50
1139,,FV R 11767,17/06/2020,REALES RODRIGUEZ LEONARDO JOSE,1.0,8403.0,8403.0,0.0,0.0,8403.0,1.0,T005001,CAMBIO Y/O REPARACIÓN DISCOS DE CLUTCH
1140,,FV R 11769,17/06/2020,SHARON DAYANA BALBIN IBAÑEZ,1.0,37815.0,37815.0,0.0,0.0,37815.0,1.0,T020054,CAMBIO DE BATERÍA
1141,,FV R 11791,18/06/2020,Cliente General,1.0,52184.87,52184.87,37207.8,37207.8,14977.07,0.29,0239110004,BATERIA AGM YB5L-B GRIZZLY POWER MAX
1142,,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,1.0,7983.19,7983.19,5128.88,5128.88,2854.32,0.36,10012885,FILTRO AIRE
1143,,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,1.0,12605.04,12605.04,2675.8,2675.8,9929.24,0.79,10012909,CAUCHO CAMPANA
1144,,FV R 11791,18/06/2020,Cliente General,1.0,12184.87,12184.87,8383.47,8383.47,3801.41,0.31,10012919,BANDA FRENO DEL Y TRAS
1145,,FV R 11775,18/06/2020,Cliente General,1.0,24369.75,24369.75,16551.57,16551.57,7818.18,0.32,10015137,KIT DISCOS CLUTCH
1146,,FV R 11791,18/06/2020,Cliente General,1.0,64663.87,64663.87,54285.71,54285.71,10378.15,0.16,10015357,BAJ KIT CLUTCH PLATE
1147,,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,1.0,8403.36,8403.36,5699.9,5699.9,2703.46,0.32,10040422,BOMBILLO FAROLA 12V 35/35W
1148,,FV R 11775,18/06/2020,Cliente General,1.0,18907.56,18907.56,15650.71,15650.71,3256.85,0.17,10040498,EJE CAMBIOS
1149,,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,1.0,11344.54,11344.54,7430.72,7430.72,3913.82,0.34,10040537,BAJ BUJIA P_RZ9HC SUPER MICO BOSCH
1150,,FV R 11772,18/06/2020,Cliente General,1.0,27731.09,27731.09,20663.33,20663.33,7067.76,0.25,10041327,AGUJA PASO GASOL
1151,,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,1.0,5882.35,5882.35,3433.38,3433.38,2448.98,0.42,10042296,EMPAQUE CARCASA CLUTCH
1152,,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,1.0,1260.5,1260.5,749.0,749.0,511.5,0.41,10043070,EMPAQUE CENTRIFUGO ACEITE
1153,,FV R 11791,18/06/2020,Cliente General,1.0,15126.05,15126.05,10864.83,10864.83,4261.22,0.28,10044995,EMPAQUE TAPA CULATA
1154,,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,1.0,75630.0,75630.0,0.0,0.0,75630.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1155,,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1156,,FV R 11791,18/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1157,,FV R 11791,18/06/2020,Cliente General,2.0,15500.0,31000.0,14245.34,28490.68,2509.32,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1158,,FV R 11776,19/06/2020,Cliente General,1.0,72689.08,72689.08,45528.9,45528.9,27160.18,0.37,0239110006,BATERIA AGM YTX7A-BS GRIZZLY POWER MAX
1159,,FV R 11779,19/06/2020,Cliente General,1.0,63025.21,63025.21,45528.9,45528.9,17496.31,0.28,0239110006,BATERIA AGM YTX7A-BS GRIZZLY POWER MAX
1160,,FV R 11793,19/06/2020,Cliente General,1.0,57983.19,57983.19,45528.9,45528.9,12454.29,0.21,0239110006,BATERIA AGM YTX7A-BS GRIZZLY POWER MAX
1161,,FV R 11792,19/06/2020,Cliente General,1.0,12184.87,12184.87,8383.47,8383.47,3801.41,0.31,10012919,BANDA FRENO DEL Y TRAS
1162,,FV R 11794,19/06/2020,Cliente General,1.0,24369.75,24369.75,16551.57,16551.57,7818.18,0.32,10015137,KIT DISCOS CLUTCH
1163,,FV R 11792,19/06/2020,Cliente General,1.0,46218.49,46218.49,34017.5,34017.5,12200.99,0.26,10015367,KIT DISCOS CLUTCH
1164,,FV R 11794,19/06/2020,Cliente General,1.0,8571.43,8571.43,5408.0,5408.0,3163.43,0.37,10016656,RODAMIENTO BOLAS 6002C3
1165,,FV R 11792,19/06/2020,Cliente General,4.0,3781.51,15126.05,2582.4,10329.6,4796.45,0.32,10040847,ANTIVIBRANTE
1166,,FV R 11778,19/06/2020,Cliente General,1.0,4621.85,4621.85,4599.0,4599.0,22.85,0.0,10041624,TENSOR CADENA IZQ
1167,,FV R 11794,19/06/2020,Cliente General,4.0,4642.86,18571.43,4587.64,18350.55,220.88,0.01,10041753,RETEN TUBO TELESC
1168,,FV R 11792,19/06/2020,Cliente General,1.0,1680.67,1680.67,1100.92,1100.92,579.75,0.34,10042267,ANTIVIBRANTE TAPA LAT
1169,,FV R 11778,19/06/2020,Cliente General,1.0,4369.75,4369.75,3596.0,3596.0,773.75,0.18,10043336,TENSOR CADENA DER
1170,,FV R 11792,19/06/2020,Cliente General,1.0,5882.35,5882.35,3266.01,3266.01,2616.34,0.44,10044397,EMPAQUE CARCASA CLUTCH
1171,,FV R 11794,19/06/2020,Cliente General,1.0,25428.57,25428.57,25800.0,25800.0,-371.43,-0.01,10044938,BALANCIN
1172,,FV R 11794,19/06/2020,Cliente General,1.0,26428.57,26428.57,22089.0,22089.0,4339.57,0.16,10046938,KIT ARRASTRE 15_43T: 428H_130_4H
1173,,FV R 11794,19/06/2020,Cliente General,1.0,26890.76,26890.76,29292.0,29292.0,-2401.24,-0.09,11014988,KIT ARRASTRE 14_42T_428H_120_4H
1174,,FV R 11792,19/06/2020,Cliente General,1.0,9243.7,9243.7,6396.0,6396.0,2847.7,0.31,11034094,NEUMATICO QUEEN 275/300_17
1175,,FV R 11777,19/06/2020,Cliente General,1.0,32773.11,32773.11,23201.71,23201.71,9571.4,0.29,20002231,MANUBRIO NEGRO
1176,,FV R 11792,19/06/2020,Cliente General,1.0,32773.11,32773.11,23201.71,23201.71,9571.4,0.29,20002231,MANUBRIO NEGRO
1177,,FV R 11792,19/06/2020,Cliente General,3.0,15500.0,46500.0,14245.34,42736.03,3763.97,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1178,,FV R 11792,19/06/2020,Cliente General,3.0,18000.0,54000.0,14245.34,42736.03,11263.97,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1179,,FV R 11794,19/06/2020,Cliente General,1.0,15500.0,15500.0,14245.34,14245.34,1254.66,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1180,,FV R 11794,19/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1181,,FV R 11794,19/06/2020,Cliente General,2.0,18000.0,36000.0,14245.34,28490.68,7509.32,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1182,,FV R 11780,23/06/2020,EMILDRE PIEDRAHITA,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1183,,FV R 11780,23/06/2020,EMILDRE PIEDRAHITA,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1184,,FV R 11802,24/06/2020,Cliente General,1.0,72689.08,72689.08,45528.9,45528.9,27160.18,0.37,0239110006,BATERIA AGM YTX7A-BS GRIZZLY POWER MAX
1185,,FV R 11802,24/06/2020,Cliente General,1.0,9579.83,9579.83,6731.53,6731.53,2848.3,0.3,10002599,RODAMIENTO BOLAS CAMP DEL_6203
1186,,FV R 11802,24/06/2020,Cliente General,1.0,18571.43,18571.43,15511.0,15511.0,3060.43,0.16,10015084,BAJ KIT CUNAS DIRECCION
1187,,FV R 11802,24/06/2020,Cliente General,1.0,13172.27,13172.27,11574.0,11574.0,1598.27,0.12,10016792,RODAMIENTO BOLAS 6004 2RS1
1188,,FV R 11802,24/06/2020,Cliente General,1.0,8403.36,8403.36,5699.9,5699.9,2703.46,0.32,10040422,BOMBILLO FAROLA 12V 35/35W
1189,,FV R 11802,24/06/2020,Cliente General,1.0,5882.35,5882.35,3266.01,3266.01,2616.34,0.44,10044397,EMPAQUE CARCASA CLUTCH
1190,,FV R 11802,24/06/2020,Cliente General,1.0,15567.23,15567.23,11325.0,11325.0,4242.23,0.27,10044867,CABLE ACELERADOR
1191,,FV R 11802,24/06/2020,Cliente General,2.0,8781.51,17563.03,7398.0,14796.0,2767.03,0.16,10046988,RODAMIENTO BOLAS
1192,,FV R 11802,24/06/2020,Cliente General,2.0,8781.51,17563.03,8905.0,17810.0,-246.97,-0.01,10046990,RODAMIENTO BOLAS
1193,,FV R 11802,24/06/2020,Cliente General,3.0,15500.0,46500.0,14245.34,42736.03,3763.97,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1194,,FV R 11802,24/06/2020,Cliente General,6.0,18000.0,108000.0,14245.34,85472.05,22527.95,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1195,,FV R 11803,25/06/2020,Cliente General,1.0,10084.03,10084.03,9825.93,9825.93,258.1,0.03,10041808,LEVA CLUTCH
1196,,FV R 11803,25/06/2020,Cliente General,1.0,13445.38,13445.38,11296.0,11296.0,2149.38,0.16,10043020,FLASHER DIRECCIONAL
1197,,FV R 11803,25/06/2020,Cliente General,3.0,18000.0,54000.0,14245.34,42736.03,11263.97,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1198,,FV R 11803,25/06/2020,Cliente General,1.0,49159.66,49159.66,0.0,0.0,49159.66,1.0,7704919127461,LLANTA EURO
1199,,FV R 11796,26/06/2020,DISTRIBUIDORA CHALOS S.A.S,1.0,57142.86,57142.86,36655.2,36655.2,20487.66,0.36,0239110003,BATERIA AGM YTX5L-BS GRIZZLY POWER MAX
1200,,FV R 11804,26/06/2020,Cliente General,2.0,6785.71,13571.43,4845.0,9690.0,3881.43,0.29,10008481,RETEN VALVULA
1201,,FV R 11804,26/06/2020,Cliente General,1.0,15966.39,15966.39,12219.72,12219.72,3746.67,0.23,10012780,CADENILLA DISTRIBUCION
1202,,FV R 11795,26/06/2020,Cliente General,1.0,25147.06,25147.06,18217.55,18217.55,6929.51,0.28,10015134,KIT EMPAQUES
1203,,FV R 11804,26/06/2020,Cliente General,1.0,24369.75,24369.75,16551.57,16551.57,7818.18,0.32,10015137,KIT DISCOS CLUTCH
1204,,FV R 11795,26/06/2020,Cliente General,1.0,9579.83,9579.83,6482.48,6482.48,3097.35,0.32,10015299,KIT RETENES
1205,,FV R 11804,26/06/2020,Cliente General,1.0,3781.51,3781.51,2270.46,2270.46,1511.05,0.4,10042295,EMPAQUE TAPA VOLANTE
1206,,FV R 11795,26/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1207,,FV R 11804,26/06/2020,Cliente General,8.0,18000.0,144000.0,14245.34,113962.74,30037.26,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1208,,FV R 11805,27/06/2020,Cliente General,1.0,75630.25,75630.25,54340.0,54340.0,21290.25,0.28,0267011719,300-17 6L LLANTA SECURA M86 TT
1209,,FV R 11805,27/06/2020,Cliente General,1.0,96596.64,96596.64,58438.77,58438.77,38157.87,0.4,0267011722,100/80-17 ZOOM PLUS F TL CEAT
1210,,FV R 11805,27/06/2020,Cliente General,1.0,2941.18,2941.18,5312.25,5312.25,-2371.07,-0.81,10012791,VISOR NIVEL ACEITE
1211,,FV R 11805,27/06/2020,Cliente General,1.0,28739.5,28739.5,26355.7,26355.7,2383.79,0.08,10015081,KIT VALVULAS
1212,,FV R 11805,27/06/2020,Cliente General,2.0,2268.91,4537.82,3391.6,6783.2,-2245.38,-0.49,10016108,RETEN VALVULA
1213,,FV R 11805,27/06/2020,Cliente General,1.0,4201.68,4201.68,2503.0,2503.0,1698.68,0.4,10042507,REJILLA FILTRO ACEITE
1214,,FV R 11805,27/06/2020,Cliente General,1.0,14369.75,14369.75,12534.72,12534.72,1835.03,0.13,10045244,CAUCHO CAMPANA
1215,,FV R 11805,27/06/2020,Cliente General,2.0,3361.34,6722.69,2136.0,4272.0,2450.69,0.36,10045263,TORNILLO TAPA CULATA
1216,,FV R 11805,27/06/2020,Cliente General,1.0,63529.41,63529.41,59651.0,59651.0,3878.41,0.06,10045734,COMANDO LUCES DERECHO
1217,,FV R 11805,27/06/2020,Cliente General,1.0,14369.75,14369.75,11557.0,11557.0,2812.75,0.2,10045825,CABLE CONTROLADOR RPM
1218,,FV R 11805,27/06/2020,Cliente General,1.0,65861.34,65861.34,45046.0,45046.0,20815.34,0.32,11007858,KYM LLANTA QUEEN 120/70_MR_04
1219,,FV R 11805,27/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1220,,FV R 11805,27/06/2020,Cliente General,3.0,15500.0,46500.0,14245.34,42736.03,3763.97,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1221,,FV R 11797,30/06/2020,ROSMER SAIR ARRIETA SUAREZ,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1222,,FV R 11798,30/06/2020,CARDOZO MEJIA MARIO ALEJANDRO,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1223,,FV R 11799,30/06/2020,YURIS NEY UPARELA FUENTES,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1224,,FV R 11800,30/06/2020,JESUS ALBERTO POLO PACHECO,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1225,,FV R 11801,30/06/2020,CANTILLO FIGUEROA LAYS RAFAEL,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1226,,FV R 11797,30/06/2020,ROSMER SAIR ARRIETA SUAREZ,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1227,,FV R 11798,30/06/2020,CARDOZO MEJIA MARIO ALEJANDRO,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1228,,FV R 11799,30/06/2020,YURIS NEY UPARELA FUENTES,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1229,,FV R 11800,30/06/2020,JESUS ALBERTO POLO PACHECO,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1230,,FV R 11801,30/06/2020,CANTILLO FIGUEROA LAYS RAFAEL,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1231,,FV R 11834,01/07/2020,Cliente General,1.0,58823.53,58823.53,45528.9,45528.9,13294.63,0.23,0239110006,BATERIA AGM YTX7A-BS GRIZZLY POWER MAX
1232,,FV R 11834,01/07/2020,Cliente General,1.0,18571.43,18571.43,15511.0,15511.0,3060.43,0.16,10015084,BAJ KIT CUNAS DIRECCION
1233,,FV R 11834,01/07/2020,Cliente General,1.0,31092.44,31092.44,17206.0,17206.0,13886.44,0.45,10024260,PASTA FRENO DELANTERO
1234,,FV R 11834,01/07/2020,Cliente General,2.0,8571.43,17142.86,7271.33,14542.67,2600.19,0.15,10040934,BUJIA
1235,,FV R 11834,01/07/2020,Cliente General,1.0,16785.71,16785.71,13831.25,13831.25,2954.47,0.18,10042107,PASTAS FRENO TRAS
1236,,FV R 11834,01/07/2020,Cliente General,1.0,11764.71,11764.71,9367.96,9367.96,2396.74,0.2,10042695,CADENILLA DIST 24X94L
1237,,FV R 11834,01/07/2020,Cliente General,1.0,5882.35,5882.35,3266.01,3266.01,2616.34,0.44,10044397,EMPAQUE CARCASA CLUTCH
1238,,FV R 11834,01/07/2020,Cliente General,1.0,14642.86,14642.86,12387.0,12387.0,2255.86,0.15,10045630,BAJ FILTRO GASOLINA
1239,,FV R 11834,01/07/2020,Cliente General,1.0,21785.71,21785.71,16139.78,16139.78,5645.93,0.26,10045719,BUJIA CHAMPION RER6YC
1240,,FV R 11834,01/07/2020,Cliente General,1.0,15126.05,15126.05,14156.0,14156.0,970.05,0.06,10045906,VISOR CARENAJE
1241,,FV R 11835,01/07/2020,JUAN CARLOS LAGOS ARANGO,1.0,38839.07,38839.07,31223.0,31223.0,7616.07,0.2,11009961,KIT ARRASTRE 14_42T_428H_120_4H
1242,,FV R 11835,01/07/2020,JUAN CARLOS LAGOS ARANGO,1.0,37815.13,37815.13,0.0,0.0,37815.13,1.0,20000201,GATO CENTRAL
1243,,FV R 11834,01/07/2020,Cliente General,2.0,15500.0,31000.0,14245.34,28490.68,2509.32,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1244,,FV R 11834,01/07/2020,Cliente General,12.0,18000.0,216000.0,14245.34,170944.11,45055.89,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1245,,FV R 11834,01/07/2020,Cliente General,1.0,23529.41,23529.41,7325.0,7325.0,16204.41,0.69,21000364,CAJA X  24 PINTA M_SUP ULTRA 20W50
1246,,FV R 11834,01/07/2020,Cliente General,2.0,13445.38,26890.76,0.0,0.0,26890.76,1.0,88110-LCF8-B40,ESPEJO
1247,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,1.0,1344.54,1344.54,1661.36,1661.36,-316.82,-0.24,10016110,RETEN EJE LEVA CLUTCH 12_20_5
1248,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,1.0,7142.86,7142.86,5699.9,5699.9,1442.96,0.2,10040422,BOMBILLO FAROLA 12V 35/35W
1249,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,1.0,4285.71,4285.71,3259.25,3259.25,1026.46,0.24,10040566,FILTRO ACEITE
1250,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,2.0,8823.53,17647.06,7271.33,14542.67,3104.39,0.18,10040934,BUJIA
1251,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,1.0,3361.34,3361.34,2270.46,2270.46,1090.88,0.32,10042295,EMPAQUE TAPA VOLANTE
1252,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,1.0,19327.73,19327.73,12941.88,12941.88,6385.85,0.33,10044868,CABLE CLUCTH
1253,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,1.0,21848.74,21848.74,16139.78,16139.78,5708.95,0.26,10045719,BUJIA CHAMPION RER6YC
1254,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1255,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,4.0,15500.0,62000.0,14245.34,56981.37,5018.63,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1256,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,1.0,7983.19,7983.19,7325.0,7325.0,658.19,0.08,21000364,CAJA X  24 PINTA M_SUP ULTRA 20W50
1257,,FV R 11836,02/07/2020,PABLO EMILIO SILVA BLANDON,1.0,23529.41,23529.41,7325.0,7325.0,16204.41,0.69,21000364,CAJA X  24 PINTA M_SUP ULTRA 20W50
1258,,FV R 11837,03/07/2020,Cliente General,1.0,30000.0,30000.0,26601.8,26601.8,3398.2,0.11,10049101,KIT RETEN Y TURBINA
1259,,FV R 11837,03/07/2020,Cliente General,3.0,15500.0,46500.0,14245.34,42736.03,3763.97,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1260,,FV R 11837,03/07/2020,Cliente General,3.0,18000.0,54000.0,14245.34,42736.03,11263.97,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1261,,FV R 11837,03/07/2020,Cliente General,1.0,8403.36,8403.36,7325.0,7325.0,1078.36,0.13,21000364,CAJA X  24 PINTA M_SUP ULTRA 20W50
1262,,FV R 11809,06/07/2020,Cliente General,1.0,29537.82,29537.82,0.0,0.0,29537.82,1.0,10009409,KIT ROLLER 14 GR X 6
1263,,FV R 11838,06/07/2020,Cliente General,1.0,12184.87,12184.87,8383.47,8383.47,3801.41,0.31,10012919,BANDA FRENO DEL Y TRAS
1264,,FV R 11839,06/07/2020,PABLO EMILIO SILVA BLANDON,4.0,12184.87,48739.5,8383.47,33533.86,15205.63,0.31,10012919,BANDA FRENO DEL Y TRAS
1265,,FV R 11810,06/07/2020,SANCHEZ CARLOS ARIEL,1.0,59873.95,59873.95,52862.0,52862.0,7011.95,0.12,10015362,KIT CARBURADOR
1266,,FV R 11808,06/07/2020,GALLON RINCON JESUS,1.0,140672.27,140672.27,97705.01,97705.01,42967.26,0.31,10015504,CILINDRO
1267,,FV R 11808,06/07/2020,GALLON RINCON JESUS,1.0,18151.26,18151.26,16737.2,16737.2,1414.06,0.08,10015515,KIT GUIA CADENILLA
1268,,FV R 11839,06/07/2020,PABLO EMILIO SILVA BLANDON,10.0,8571.43,85714.29,7430.72,74307.17,11407.11,0.13,10040537,BAJ BUJIA P_RZ9HC SUPER MICO BOSCH
1269,,FV R 11839,06/07/2020,PABLO EMILIO SILVA BLANDON,2.0,8928.57,17857.14,7271.33,14542.67,3314.48,0.19,10040934,BUJIA
1270,,FV R 11838,06/07/2020,Cliente General,1.0,27731.09,27731.09,20663.33,20663.33,7067.76,0.25,10041327,AGUJA PASO GASOL
1271,,FV R 11839,06/07/2020,PABLO EMILIO SILVA BLANDON,2.0,14285.71,28571.43,11621.0,23242.0,5329.43,0.19,10043445,DIRECCIONAL DEL IZQUIERDA
1272,,FV R 11839,06/07/2020,PABLO EMILIO SILVA BLANDON,2.0,12714.29,25428.57,10215.07,20430.14,4998.43,0.2,10043446,DIRECCIONAL DEL DERECHA
1273,,FV R 11808,06/07/2020,GALLON RINCON JESUS,1.0,10966.39,10966.39,7937.08,7937.08,3029.31,0.28,10044931,EMPAQUE CULATA
1274,,FV R 11808,06/07/2020,GALLON RINCON JESUS,1.0,1890.76,1890.76,1317.73,1317.73,573.03,0.3,10044941,EMPAQUE CILINDRO
1275,,FV R 11808,06/07/2020,GALLON RINCON JESUS,2.0,15882.35,31764.71,14088.0,28176.0,3588.71,0.11,10045005,VALVULA ADMISION
1276,,FV R 11808,06/07/2020,GALLON RINCON JESUS,2.0,10588.24,21176.47,9748.0,19496.0,1680.47,0.08,10045006,VALVULA ESCAPE
1277,,FV R 11808,06/07/2020,GALLON RINCON JESUS,1.0,17773.11,17773.11,17624.63,17624.63,148.48,0.01,10045015,CADENILLA DIST 24X94L
1278,,FV R 11810,06/07/2020,SANCHEZ CARLOS ARIEL,1.0,23949.58,23949.58,17624.63,17624.63,6324.95,0.26,10045015,CADENILLA DIST 24X94L
1279,,FV R 11839,06/07/2020,PABLO EMILIO SILVA BLANDON,1.0,12857.14,12857.14,13952.24,13952.24,-1095.09,-0.09,10045244,CAUCHO CAMPANA
1280,,FV R 11839,06/07/2020,PABLO EMILIO SILVA BLANDON,1.0,21848.74,21848.74,18848.0,18848.0,3000.74,0.14,10046204,BAJ GRIFO GASOLINA
1281,,FV R 11809,06/07/2020,Cliente General,1.0,85420.17,85420.17,50000.0,50000.0,35420.17,0.41,10053091,BANDA TRACCION
1282,,FV R 11838,06/07/2020,Cliente General,12.0,15500.0,186000.0,14245.34,170944.11,15055.89,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1283,,FV R 11839,06/07/2020,PABLO EMILIO SILVA BLANDON,1.0,15500.0,15500.0,14245.34,14245.34,1254.66,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1284,,FV R 11839,06/07/2020,PABLO EMILIO SILVA BLANDON,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1285,,FV R 11812,07/07/2020,DE LIMA MURILLO GLADYS MARIA,1.0,9781.51,9781.51,8287.14,8287.14,1494.37,0.15,10002598,RODAMIENTO BOLAS CAMP DEL_6201
1286,,FV R 11812,07/07/2020,DE LIMA MURILLO GLADYS MARIA,2.0,9781.51,19563.03,6828.62,13657.24,5905.78,0.3,10002599,RODAMIENTO BOLAS CAMP DEL_6203
1287,,FV R 11812,07/07/2020,DE LIMA MURILLO GLADYS MARIA,4.0,2445.38,9781.51,1714.0,6856.0,2925.51,0.3,10012541,DISCO SEPARADOR CLUTCH
1288,,FV R 11812,07/07/2020,DE LIMA MURILLO GLADYS MARIA,1.0,25676.47,25676.47,19671.85,19671.85,6004.62,0.23,10015134,KIT EMPAQUES
1289,,FV R 11812,07/07/2020,DE LIMA MURILLO GLADYS MARIA,1.0,23638.66,23638.66,16551.57,16551.57,7087.09,0.3,10015137,KIT DISCOS CLUTCH
1290,,FV R 11812,07/07/2020,DE LIMA MURILLO GLADYS MARIA,1.0,7336.13,7336.13,3844.92,3844.92,3491.21,0.48,10016089,CANASTILLA EJE CLUTCH
1291,,FV R 11812,07/07/2020,DE LIMA MURILLO GLADYS MARIA,1.0,7336.13,7336.13,5706.11,5706.11,1630.02,0.22,10016818,RODAMIENTO BOLAS EJE CLUTCH
