,Vendedor,Doc,Fecha,Nombres,Unidades,Unitario Venta,Ventas,Costo Unitario,Costo Total,Margen,PorMargen,Codigo,Descripcion
961,,FV R 11740,27/05/2020,Cliente General,1.0,15126.05,15126.05,5300.83,5300.83,9825.22,0.65,10042275,RETEN TELESC
962,,FV R 11740,27/05/2020,Cliente General,1.0,32773.11,32773.11,23214.0,23214.0,9559.11,0.29,10043204,CARENAJE FAR SIN PINTAR
963,,FV R 11740,27/05/2020,Cliente General,1.0,20168.07,20168.07,14130.23,14130.23,6037.84,0.3,10043205,BAJ VISERA
964,,FV R 11740,27/05/2020,Cliente General,1.0,15500.0,15500.0,14245.34,14245.34,1254.66,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
965,,FV R 11741,28/05/2020,Cliente General,1.0,24369.75,24369.75,16551.57,16551.57,7818.18,0.32,10015137,KIT DISCOS CLUTCH
966,,FV R 11741,28/05/2020,Cliente General,1.0,15500.0,15500.0,14245.34,14245.34,1254.66,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
967,,FV R 11742,29/05/2020,Cliente General,1.0,4201.68,4201.68,3259.25,3259.25,942.43,0.22,10040566,FILTRO ACEITE
968,,FV R 11742,29/05/2020,Cliente General,1.0,15500.0,15500.0,14245.34,14245.34,1254.66,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
969,,FV R 11742,29/05/2020,Cliente General,2.0,15126.05,30252.1,7325.0,14650.0,15602.1,0.52,21000364,CAJA X  24 PINTA M_SUP ULTRA 20W50
970,,FV R 11743,01/06/2020,Cliente General,1.0,27731.09,27731.09,22582.4,22582.4,5148.69,0.19,10015162,KIT EMPAQUES
971,,FV R 11743,01/06/2020,Cliente General,1.0,29411.76,29411.76,20663.33,20663.33,8748.43,0.3,10041327,AGUJA PASO GASOL
972,,FV R 11743,01/06/2020,Cliente General,2.0,15500.0,31000.0,14245.34,28490.68,2509.32,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
973,,FV R 11743,01/06/2020,Cliente General,4.0,18000.0,72000.0,14245.34,56981.37,15018.63,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
974,,FV R 11743,01/06/2020,Cliente General,1.0,8403.36,8403.36,7325.0,7325.0,1078.36,0.13,21000364,CAJA X  24 PINTA M_SUP ULTRA 20W50
975,,FV R 11744,02/06/2020,Cliente General,1.0,14369.75,14369.75,12219.72,12219.72,2150.03,0.15,10012780,CADENILLA DISTRIBUCION
976,,FV R 11745,02/06/2020,Cliente General,1.0,155273.11,155273.11,117488.75,117488.75,37784.36,0.24,10015642,CILINDRO COMPLETO CON PISTON
977,,FV R 11744,02/06/2020,Cliente General,1.0,3592.44,3592.44,2780.55,2780.55,811.89,0.23,10016111,RETEN PLATO BOBINAS_17_31_7
978,,FV R 11745,02/06/2020,Cliente General,2.0,2941.18,5882.35,1687.45,3374.91,2507.44,0.43,10016736,RETEN VALVULA
979,,FV R 11725,02/06/2020,Cliente General,1.0,7563.03,7563.03,5550.81,5550.81,2012.21,0.27,10016818,RODAMIENTO BOLAS EJE CLUTCH
980,,FV R 11745,02/06/2020,Cliente General,1.0,8403.36,8403.36,5845.0,5845.0,2558.36,0.3,10044612,EMPAQUE CULATA
981,,FV R 11745,02/06/2020,Cliente General,1.0,2100.84,2100.84,1317.73,1317.73,783.11,0.37,10044941,EMPAQUE CILINDRO
982,,FV R 11744,02/06/2020,Cliente General,1.0,23445.38,23445.38,17097.24,17097.24,6348.14,0.27,10045596,CABLE ACELERADOR
983,,FV R 11745,02/06/2020,Cliente General,1.0,43907.56,43907.56,38141.0,38141.0,5766.56,0.13,10047620,BAJ GUARDAFANGO DELANTERO SIN PINTAR
984,,FV R 11744,02/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
985,,FV R 11744,02/06/2020,Cliente General,2.0,15500.0,31000.0,14245.34,28490.68,2509.32,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
986,,FV R 11744,02/06/2020,Cliente General,1.0,8403.36,8403.36,7325.0,7325.0,1078.36,0.13,21000364,CAJA X  24 PINTA M_SUP ULTRA 20W50
987,,FV R 11781,03/06/2020,Cliente General,1.0,11344.54,11344.54,8105.75,8105.75,3238.78,0.29,10015355,KIT GUIAS CADENILLA
988,,FV R 11781,03/06/2020,Cliente General,1.0,32773.11,32773.11,0.0,0.0,32773.11,1.0,10029188,ESPEJO DERECHO GRIS_TUERCA
989,,FV R 11781,03/06/2020,Cliente General,1.0,7142.86,7142.86,5819.46,5819.46,1323.4,0.19,10040541,CAPUCHON BUJIA
990,,FV R 11781,03/06/2020,Cliente General,1.0,10882.35,10882.35,18147.0,18147.0,-7264.65,-0.67,11017026,LEVA FRENO
991,,FV R 11781,03/06/2020,Cliente General,2.0,18000.0,36000.0,14245.34,28490.68,7509.32,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
992,,FV R 11781,03/06/2020,Cliente General,4.0,15500.0,62000.0,14245.34,56981.37,5018.63,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
993,,FV R 11782,04/06/2020,Cliente General,1.0,116386.55,116386.55,65652.81,65652.81,50733.74,0.44,0267011714,110/80-17 ZOOM XL TL RR CEAT
994,,FV R 11782,04/06/2020,Cliente General,1.0,5042.02,5042.02,3259.25,3259.25,1782.76,0.35,10040566,FILTRO ACEITE
995,,FV R 11782,04/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
996,,FV R 11782,04/06/2020,Cliente General,13.0,17000.0,221000.0,14245.34,185189.45,35810.55,0.16,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
997,,FV R 11782,04/06/2020,Cliente General,1.0,8403.36,8403.36,7325.0,7325.0,1078.36,0.13,21000364,CAJA X  24 PINTA M_SUP ULTRA 20W50
998,,FV R 11729,04/06/2020,Cliente General,1.0,106722.69,106722.69,70050.0,70050.0,36672.69,0.34,21000391,CASCO ABATIBLE NEGRO XL
999,,FV R 11783,05/06/2020,Cliente General,1.0,12184.87,12184.87,8383.47,8383.47,3801.41,0.31,10012919,BANDA FRENO DEL Y TRAS
1000,,FV R 11783,05/06/2020,Cliente General,1.0,12184.87,12184.87,8383.47,8383.47,3801.41,0.31,10012919,BANDA FRENO DEL Y TRAS
1001,,FV R 11783,05/06/2020,Cliente General,1.0,11176.47,11176.47,8345.57,8345.57,2830.9,0.25,10013001,SWITCH STOP
1002,,FV R 11783,05/06/2020,Cliente General,2.0,15126.05,30252.1,1315.23,2630.45,27621.65,0.91,10015085,KIT RODAM BOLAS DIR_46 PCS
1003,,FV R 11783,05/06/2020,Cliente General,2.0,9453.78,18907.56,7271.33,14542.67,4364.9,0.23,10040934,BUJIA
1004,,FV R 11753,05/06/2020,Cliente General,1.0,15126.05,15126.05,9825.93,9825.93,5300.12,0.35,10041808,LEVA CLUTCH
1005,,FV R 11752,05/06/2020,Cliente General,1.0,6302.52,6302.52,4616.57,4616.57,1685.95,0.27,10044393,TAPON CARCASA
1006,,FV R 11783,05/06/2020,Cliente General,1.0,23067.23,23067.23,16139.78,16139.78,6927.44,0.3,10045719,BUJIA CHAMPION RER6YC
1007,,FV R 11748,05/06/2020,GRIMALDI ESTEBES BAUTISTA,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1008,,FV R 11749,05/06/2020,OVALLE NUÑEZ DIANIS MARIA,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1009,,FV R 11751,05/06/2020,JUAN PABLO SANCHEZ RODRIGUEZ,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1010,,FV R 11783,05/06/2020,Cliente General,4.0,18000.0,72000.0,14245.34,56981.37,15018.63,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1011,,FV R 11783,05/06/2020,Cliente General,1.0,43109.24,43109.24,34103.0,34103.0,9006.24,0.21,7704919751659,BATERIA SUN BMF12V5_1A_GEL
1012,,FV R 11747,05/06/2020,DENIS ESCORCIA DAVILA,1.0,16806.0,16806.0,0.0,0.0,16806.0,1.0,T005001,CAMBIO Y/O REPARACIÓN DISCOS DE CLUTCH
1013,,FV R 11746,05/06/2020,RODRIGUEZ VARGAS JOELIS PATRICIA,1.0,4201.0,4201.0,0.0,0.0,4201.0,1.0,T016001,CAMBIO LEVA FRENO Y/O CLUTCH
1014,,FV R 11750,05/06/2020,IERSON DOMINGO JOSE GRANADOS SOLAEZ,1.0,4201.0,4201.0,0.0,0.0,4201.0,1.0,T020052,REVISION SISTEMA ELECTRICO MEDIO TIEMPO
1015,,FV R 11784,08/06/2020,Cliente General,2.0,840.34,1680.67,492.43,984.85,695.82,0.41,10012579,RESORTE BANDA FRENO
1016,,FV R 11756,08/06/2020,Cliente General,1.0,11764.71,11764.71,9532.33,9532.33,2232.38,0.19,10012590,BANDA FRENO TRAS CON ASBESTO
1017,,FV R 11784,08/06/2020,Cliente General,1.0,15168.07,15168.07,12219.72,12219.72,2948.35,0.19,10012780,CADENILLA DISTRIBUCION
1018,,FV R 11784,08/06/2020,Cliente General,1.0,840.34,840.34,989.83,989.83,-149.5,-0.18,10012790,TORNILLO TAPA VOLANTE
1019,,FV R 11784,08/06/2020,Cliente General,1.0,12184.87,12184.87,8383.47,8383.47,3801.41,0.31,10012919,BANDA FRENO DEL Y TRAS
1020,,FV R 11784,08/06/2020,Cliente General,1.0,15966.39,15966.39,12850.39,12850.39,3116.0,0.2,10015076,KIT GUIAS CADENILLA DIST
1021,,FV R 11784,08/06/2020,Cliente General,1.0,38718.49,38718.49,29315.95,29315.95,9402.54,0.24,10015287,KIT BIELA BOXER- PLATINO
1022,,FV R 11754,08/06/2020,Cliente General,1.0,24348.74,24348.74,21248.0,21248.0,3100.74,0.13,10015312,KIT EMPAQUES
1023,,FV R 11784,08/06/2020,Cliente General,2.0,1995.8,3991.6,3391.6,6783.2,-2791.6,-0.7,10016108,RETEN VALVULA
1024,,FV R 11784,08/06/2020,Cliente General,2.0,12773.11,25546.22,9571.03,19142.05,6404.17,0.25,10016641,RODAMIENTO BOLAS CIGUENAL 6304
1025,,FV R 11784,08/06/2020,Cliente General,2.0,71848.74,143697.48,55717.88,111435.76,32261.72,0.22,10043407,AMORTIGUADOR TRAS.(NEGRO)
1026,,FV R 11784,08/06/2020,Cliente General,1.0,47899.16,47899.16,47720.0,47720.0,179.16,0.0,10044770,SWITCH ENCENDIDO
1027,,FV R 11755,08/06/2020,Cliente General,1.0,15966.39,15966.39,12941.88,12941.88,3024.51,0.19,10044868,CABLE CLUCTH
1028,,FV R 11784,08/06/2020,Cliente General,1.0,8403.36,8403.36,8604.0,8604.0,-200.64,-0.02,10044932,EMPAQUE TAPA CULATA
1029,,FV R 11756,08/06/2020,Cliente General,1.0,13865.55,13865.55,10166.89,10166.89,3698.66,0.27,10046018,"PASTA FRENO DELANTERO SIN ASBESTO
REF. JW131807-10"
1030,,FV R 11754,08/06/2020,Cliente General,1.0,29537.82,29537.82,22089.0,22089.0,7448.82,0.25,10046938,KIT ARRASTRE 15_43T: 428H_130_4H
1031,,FV R 11784,08/06/2020,Cliente General,1.0,30672.27,30672.27,21441.26,21441.26,9231.01,0.3,11025524,ELEMENTRO FILTRO AIRE
1032,,FV R 11756,08/06/2020,Cliente General,2.0,18000.0,36000.0,14245.34,28490.68,7509.32,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1033,,FV R 11784,08/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1034,,FV R 11784,08/06/2020,Cliente General,1.0,107462.18,107462.18,0.0,0.0,107462.18,1.0,DU101278,EJE CAJA
1035,,FV R 11785,09/06/2020,Cliente General,1.0,75630.25,75630.25,54340.0,54340.0,21290.25,0.28,0267011719,300-17 6L LLANTA SECURA M86 TT
1036,,FV R 11785,09/06/2020,Cliente General,1.0,31092.44,31092.44,27449.5,27449.5,3642.94,0.12,10015172,KIT VALVULAS
1037,,FV R 11785,09/06/2020,Cliente General,1.0,32521.01,32521.01,25718.0,25718.0,6803.01,0.21,10015388,BAJ KIT CUNAS DIRECCION
1038,,FV R 11785,09/06/2020,Cliente General,1.0,18907.56,18907.56,0.0,0.0,18907.56,1.0,10040485,PIÑON DEL.13T
1039,,FV R 11785,09/06/2020,Cliente General,1.0,10504.2,10504.2,7271.33,7271.33,3232.87,0.31,10040934,BUJIA
1040,,FV R 11785,09/06/2020,Cliente General,1.0,10924.37,10924.37,8850.0,8850.0,2074.37,0.19,10041644,PASTAS FRENO DELANTERA
1041,,FV R 11785,09/06/2020,Cliente General,1.0,5882.35,5882.35,3266.01,3266.01,2616.34,0.44,10044397,EMPAQUE CARCASA CLUTCH
1042,,FV R 11785,09/06/2020,Cliente General,1.0,22689.08,22689.08,17097.24,17097.24,5591.84,0.25,10045596,CABLE ACELERADOR
1043,,FV R 11785,09/06/2020,Cliente General,1.0,6302.52,6302.52,5379.0,5379.0,923.52,0.15,20003351,RODAMIENTO BOLAS 6200-2RS1/C3
1044,,FV R 11785,09/06/2020,Cliente General,1.0,28000.0,28000.0,22848.0,22848.0,5152.0,0.18,20008861,BAJAJ OIL DTS 20W50
1045,,FV R 11785,09/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1046,,FV R 11759,10/06/2020,Cliente General,1.0,17394.96,17394.96,15511.0,15511.0,1883.96,0.11,10015084,BAJ KIT CUNAS DIRECCION
1047,,FV R 11759,10/06/2020,Cliente General,1.0,1512.61,1512.61,1315.23,1315.23,197.38,0.13,10015085,KIT RODAM BOLAS DIR_46 PCS
1048,,FV R 11786,10/06/2020,Cliente General,1.0,31932.77,31932.77,22582.4,22582.4,9350.37,0.29,10015162,KIT EMPAQUES
1049,,FV R 11786,10/06/2020,Cliente General,1.0,11974.79,11974.79,8105.75,8105.75,3869.04,0.32,10015355,KIT GUIAS CADENILLA
1050,,FV R 11786,10/06/2020,Cliente General,1.0,10084.03,10084.03,7271.33,7271.33,2812.7,0.28,10040934,BUJIA
1051,,FV R 11759,10/06/2020,Cliente General,1.0,26470.59,26470.59,20663.33,20663.33,5807.25,0.22,10041327,AGUJA PASO GASOL
1052,,FV R 11786,10/06/2020,Cliente General,1.0,174705.88,174705.88,144380.33,144380.33,30325.55,0.17,10041556,CILINDRO COMPLETO
1053,,FV R 11759,10/06/2020,Cliente General,1.0,9831.93,9831.93,8850.0,8850.0,981.93,0.1,10041644,PASTAS FRENO DELANTERA
1054,,FV R 11759,10/06/2020,Cliente General,1.0,29495.8,29495.8,8812.2,8812.2,20683.6,0.7,10041781,KIT EMPAQUETADURA BOMBA FRENO
1055,,FV R 11786,10/06/2020,Cliente General,1.0,27605.04,27605.04,21604.0,21604.0,6001.04,0.22,10042051,AGUJA FLOTA CARBURADOR
1056,,FV R 11759,10/06/2020,Cliente General,2.0,6806.72,13613.45,5300.83,10601.66,3011.78,0.22,10042275,RETEN TELESC
1057,,FV R 11786,10/06/2020,Cliente General,1.0,14369.75,14369.75,9367.96,9367.96,5001.78,0.35,10042695,CADENILLA DIST 24X94L
1058,,FV R 11759,10/06/2020,Cliente General,1.0,10588.24,10588.24,7624.32,7624.32,2963.91,0.28,10044931,EMPAQUE CULATA
1059,,FV R 11759,10/06/2020,Cliente General,1.0,1890.76,1890.76,1317.73,1317.73,573.03,0.3,10044941,EMPAQUE CILINDRO
1060,,FV R 11761,10/06/2020,Cliente General,1.0,167899.16,167899.16,133960.0,133960.0,33939.16,0.2,10052263,BALANCEADOR COMPLETO
1061,,FV R 11760,10/06/2020,Cliente General,1.0,136974.79,136974.79,98294.0,98294.0,38680.79,0.28,11004754,DISCO FRENO TRASERO
1062,,FV R 11786,10/06/2020,Cliente General,1.0,6386.55,6386.55,17706.0,17706.0,-11319.45,-1.77,11017113,LEVA FRENO TRAS
1063,,FV R 11759,10/06/2020,Cliente General,1.0,3781.51,3781.51,2956.97,2956.97,824.54,0.22,20000221,LIQ FRENOS DOT 4 120CC X12
1064,,FV R 11786,10/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1065,,FV R 11786,10/06/2020,Cliente General,2.0,15500.0,31000.0,14245.34,28490.68,2509.32,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1066,,FV R 11787,11/06/2020,Cliente General,1.0,75630.25,75630.25,54340.0,54340.0,21290.25,0.28,0267011719,300-17 6L LLANTA SECURA M86 TT
1067,,FV R 11787,11/06/2020,Cliente General,1.0,78991.6,78991.6,54340.0,54340.0,24651.6,0.31,0267011719,300-17 6L LLANTA SECURA M86 TT
1068,,FV R 11787,11/06/2020,Cliente General,1.0,84033.61,84033.61,69890.82,69890.82,14142.8,0.17,20001835,CASCO ABATIBLE NEGRO L
1069,,FV R 11787,11/06/2020,Cliente General,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1070,,FV R 11787,11/06/2020,Cliente General,2.0,23529.41,47058.82,7325.0,14650.0,32408.82,0.69,21000364,CAJA X  24 PINTA M_SUP ULTRA 20W50
1071,,FV R 11788,12/06/2020,Cliente General,1.0,52184.87,52184.87,36655.2,36655.2,15529.67,0.3,0239110003,BATERIA AGM YTX5L-BS GRIZZLY POWER MAX
1072,,FV R 11788,12/06/2020,Cliente General,5.0,3256.3,16281.51,2675.8,13379.01,2902.5,0.18,10012909,CAUCHO CAMPANA
1073,,FV R 11788,12/06/2020,Cliente General,1.0,11575.63,11575.63,8383.47,8383.47,3192.16,0.28,10012919,BANDA FRENO DEL Y TRAS
1074,,FV R 11788,12/06/2020,Cliente General,2.0,12184.87,24369.75,8383.47,16766.93,7602.82,0.31,10012919,BANDA FRENO DEL Y TRAS
1075,,FV R 11788,12/06/2020,Cliente General,1.0,35126.05,35126.05,26355.7,26355.7,8770.35,0.25,10015081,KIT VALVULAS
1076,,FV R 11788,12/06/2020,Cliente General,1.0,21554.62,21554.62,15860.98,15860.98,5693.64,0.26,10015127,ANILLOS STD
1077,,FV R 11788,12/06/2020,Cliente General,1.0,22008.4,22008.4,15860.98,15860.98,6147.42,0.28,10015127,ANILLOS STD
1078,,FV R 11788,12/06/2020,Cliente General,1.0,7983.19,7983.19,5771.42,5771.42,2211.78,0.28,10015133,KIT EMP CILINDRO Y CULATA
1079,,FV R 11788,12/06/2020,Cliente General,1.0,8151.26,8151.26,5771.42,5771.42,2379.84,0.29,10015133,KIT EMP CILINDRO Y CULATA
1080,,FV R 11788,12/06/2020,Cliente General,1.0,23151.26,23151.26,16551.57,16551.57,6599.69,0.29,10015137,KIT DISCOS CLUTCH
1081,,FV R 11788,12/06/2020,Cliente General,1.0,30672.27,30672.27,29315.95,29315.95,1356.32,0.04,10015287,KIT BIELA BOXER- PLATINO
1082,,FV R 11788,12/06/2020,Cliente General,1.0,36680.67,36680.67,29315.95,29315.95,7364.72,0.2,10015287,KIT BIELA BOXER- PLATINO
1083,,FV R 11788,12/06/2020,Cliente General,2.0,2394.96,4789.92,3391.6,6783.2,-1993.28,-0.42,10016108,RETEN VALVULA
1084,,FV R 11788,12/06/2020,Cliente General,2.0,2852.94,5705.88,3391.6,6783.2,-1077.31,-0.19,10016108,RETEN VALVULA
1085,,FV R 11788,12/06/2020,Cliente General,1.0,1995.8,1995.8,1655.36,1655.36,340.44,0.17,10016113,RETEN EJE CAMBIOS_13_22_55
1086,,FV R 11788,12/06/2020,Cliente General,1.0,2394.96,2394.96,1472.17,1472.17,922.78,0.39,10016135,RETEN EJE SALIDA_22_32_53
1087,,FV R 11788,12/06/2020,Cliente General,2.0,12100.84,24201.68,9571.03,19142.05,5059.63,0.21,10016641,RODAMIENTO BOLAS CIGUENAL 6304
1088,,FV R 11788,12/06/2020,Cliente General,2.0,12773.11,25546.22,9571.03,19142.05,6404.17,0.25,10016641,RODAMIENTO BOLAS CIGUENAL 6304
1089,,FV R 11788,12/06/2020,Cliente General,4.0,2100.84,8403.36,1687.45,6749.82,1653.54,0.2,10016736,RETEN VALVULA
1090,,FV R 11788,12/06/2020,Cliente General,1.0,26806.72,26806.72,22609.0,22609.0,4197.72,0.16,10041794,SOPORTE LEVA CLUTCH
1091,,FV R 11788,12/06/2020,Cliente General,1.0,3781.51,3781.51,2270.46,2270.46,1511.05,0.4,10042295,EMPAQUE TAPA VOLANTE
1092,,FV R 11788,12/06/2020,Cliente General,1.0,10777.31,10777.31,7106.04,7106.04,3671.27,0.34,10043244,LEVA CLUTCH
1093,,FV R 11788,12/06/2020,Cliente General,1.0,21008.4,21008.4,14860.0,14860.0,6148.4,0.29,10044991,SWITCH PRESION ACEITE
1094,,FV R 11788,12/06/2020,Cliente General,1.0,54621.85,54621.85,35908.0,35908.0,18713.85,0.34,11032062,LLANTA QUEEN 350-1P299-TL-6PR
1095,,FV R 11762,12/06/2020,Cliente General,0.0,0.0,0.0,14245.34,0.0,0.0,0.0,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1096,,FV R 11788,12/06/2020,Cliente General,1.0,15500.0,15500.0,14245.34,14245.34,1254.66,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1097,,FV R 11788,12/06/2020,Cliente General,2.0,18000.0,36000.0,14245.34,28490.68,7509.32,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1098,,FV R 11788,12/06/2020,Cliente General,3.0,15500.0,46500.0,14245.34,42736.03,3763.97,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1099,,FV R 11789,16/06/2020,Cliente General,1.0,9075.63,9075.63,6731.53,6731.53,2344.1,0.26,10002599,RODAMIENTO BOLAS CAMP DEL_6203
1100,,FV R 11789,16/06/2020,Cliente General,1.0,23067.23,23067.23,21248.0,21248.0,1819.23,0.08,10015312,KIT EMPAQUES
1101,,FV R 11789,16/06/2020,Cliente General,1.0,111176.47,111176.47,119697.0,119697.0,-8520.53,-0.08,10030736,CILINDRO
1102,,FV R 11789,16/06/2020,Cliente General,2.0,9453.78,18907.56,7430.72,14861.43,4046.13,0.21,10040537,BAJ BUJIA P_RZ9HC SUPER MICO BOSCH
1103,,FV R 11789,16/06/2020,Cliente General,2.0,4537.82,9075.63,3259.25,6518.5,2557.13,0.28,10040566,FILTRO ACEITE
1104,,FV R 11789,16/06/2020,Cliente General,1.0,15126.05,15126.05,12941.88,12941.88,2184.17,0.14,10044868,CABLE CLUCTH
1105,,FV R 11789,16/06/2020,Cliente General,1.0,21008.4,21008.4,14860.0,14860.0,6148.4,0.29,10044991,SWITCH PRESION ACEITE
1106,,FV R 11789,16/06/2020,Cliente General,1.0,10084.03,10084.03,7059.0,7059.0,3025.03,0.3,11010399,GANCHO GUANTERA
1107,,FV R 11789,16/06/2020,Cliente General,2.0,2941.18,5882.35,1882.0,3764.0,2118.35,0.36,11017908,PIN
1108,,FV  492,16/06/2020,BULDING DORADO JORGE LUIS,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1109,,FV R 11763,16/06/2020,PULGARIN JIMENEZ CRISTIAN,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1110,,FV R 11789,16/06/2020,Cliente General,1.0,84033.61,84033.61,69890.82,69890.82,14142.8,0.17,20001835,CASCO ABATIBLE NEGRO L
1111,,FV  492,16/06/2020,BULDING DORADO JORGE LUIS,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1112,,FV R 11763,16/06/2020,PULGARIN JIMENEZ CRISTIAN,1.0,18000.0,18000.0,14245.34,14245.34,3754.66,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1113,,FV R 11789,16/06/2020,Cliente General,3.0,18000.0,54000.0,14245.34,42736.03,11263.97,0.21,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1114,,FV R 11789,16/06/2020,Cliente General,6.0,15500.0,93000.0,14245.34,85472.05,7527.95,0.08,21000361,MOBIL SUPER ULTRA 4T 20W50 1/4
1115,,FV R 11764,16/06/2020,BUSTAMANTE BAYONA DIEGO FELIPE,1.0,84033.61,84033.61,70050.0,70050.0,13983.61,0.17,21000391,CASCO ABATIBLE NEGRO XL
1116,,FV R 11789,16/06/2020,Cliente General,1.0,29411.76,29411.76,21122.0,21122.0,8289.76,0.28,MF12V.5L-C-GEL,BATERIA SUN BMF12V25L_C_GEL
1117,,FV R 11765,16/06/2020,ROMERO DAZA HECTOR JOSE,1.0,50420.0,50420.0,0.0,0.0,50420.0,1.0,T004010,CAMBIO EMPAQUE CENTRO MOTOR
1118,,FV R 11769,17/06/2020,SHARON DAYANA BALBIN IBAÑEZ,1.0,73109.24,73109.24,45528.9,45528.9,27580.34,0.38,0239110006,BATERIA AGM YTX7A-BS GRIZZLY POWER MAX
1119,,FV R 11790,17/06/2020,Cliente General,1.0,73109.24,73109.24,45528.9,45528.9,27580.34,0.38,0239110006,BATERIA AGM YTX7A-BS GRIZZLY POWER MAX
1120,,FV R 11790,17/06/2020,Cliente General,1.0,22689.08,22689.08,17588.0,17588.0,5101.08,0.22,10007249,FILTRO AIRE
1121,,FV R 11790,17/06/2020,Cliente General,1.0,1596.64,1596.64,1185.43,1185.43,411.21,0.26,10012547,RETEN EJE CRANK_16_26_7
1122,,FV R 11790,17/06/2020,Cliente General,1.0,12605.04,12605.04,8383.47,8383.47,4221.58,0.33,10012919,BANDA FRENO DEL Y TRAS
1123,,FV R 11790,17/06/2020,Cliente General,1.0,7563.03,7563.03,5699.9,5699.9,1863.13,0.25,10040422,BOMBILLO FAROLA 12V 35/35W
1124,,FV R 11790,17/06/2020,Cliente General,2.0,4201.68,8403.36,4835.42,9670.83,-1267.47,-0.15,10040631,GUARDAPOLVO
1125,,FV R 11768,17/06/2020,JUAN CARLOS SANCHEZ CANTILLO,1.0,3781.51,3781.51,2270.46,2270.46,1511.05,0.4,10042295,EMPAQUE TAPA VOLANTE
1126,,FV R 11769,17/06/2020,SHARON DAYANA BALBIN IBAÑEZ,1.0,22689.08,22689.08,16226.0,16226.0,6463.08,0.28,11007600,FILTRO AIRE
1127,,FV R 11766,17/06/2020,MARTHA LILIANA MONTES PEREZ,1.0,9243.0,9243.0,0.0,0.0,9243.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1128,,FV R 11768,17/06/2020,JUAN CARLOS SANCHEZ CANTILLO,1.0,3361.0,3361.0,0.0,0.0,3361.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1129,,FV R 11770,17/06/2020,CRISTINA ELENA CORREA MIRANDA,1.0,75630.0,75630.0,0.0,0.0,75630.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
1130,,FV R 11771,17/06/2020,MUÑOZ PEREZ XIOMARA,1.0,4201.0,4201.0,0.0,0.0,4201.0,1.0,2,MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS
